rowname	enterotype
1486	Firmicutes
1487	Firmicutes
1488	Firmicutes
1489	Firmicutes
1490	Firmicutes
1491	Firmicutes
1492	Firmicutes
1493	Firmicutes
1494	Firmicutes
1495	Firmicutes
1496	Firmicutes
1497	Prevotella
1498	Firmicutes
1499	Firmicutes
1500	Firmicutes
1501	Firmicutes
1502	Firmicutes
1503	Firmicutes
1504	Firmicutes
1505	Firmicutes
1506	Firmicutes
1507	Prevotella
1508	Prevotella
1509	Prevotella
1510	Prevotella
1511	Firmicutes
1512	Firmicutes
1513	Prevotella
1514	Firmicutes
1515	Bact_Phoc
1516	Firmicutes
1517	Firmicutes
1518	Firmicutes
1519	Firmicutes
1520	Bact_Phoc
1521	Bact_Phoc
1522	Bact_Phoc
1523	Bact_Phoc
1524	Firmicutes
1525	Firmicutes
1526	Firmicutes
1527	Firmicutes
1528	Bact_Phoc
1529	Bact_Phoc
1530	Bact_Phoc
1531	Firmicutes
1532	Firmicutes
1533	Firmicutes
1534	Firmicutes
1535	Firmicutes
1536	Firmicutes
1537	Bact_Phoc
1538	Firmicutes
1539	Firmicutes
1540	Firmicutes
1541	Firmicutes
1542	Prevotella
1543	Firmicutes
1544	Firmicutes
1545	Prevotella
1546	Firmicutes
1547	Firmicutes
1548	Firmicutes
1549	Prevotella
1550	Prevotella
1551	Firmicutes
1552	Prevotella
1553	Firmicutes
1554	Firmicutes
1555	Firmicutes
1556	Prevotella
1557	Firmicutes
1558	Firmicutes
1559	Prevotella
1560	Prevotella
1561	Bact_Phoc
1562	Bact_Phoc
1563	Bact_Phoc
1564	Prevotella
1565	Prevotella
1566	Firmicutes
1567	Bact_Phoc
1568	Bact_Phoc
1569	Firmicutes
1570	Firmicutes
1571	Prevotella
1572	Bact_Phoc
1573	Firmicutes
1574	Bact_Phoc
1575	Firmicutes
1576	Firmicutes
1577	Bact_Phoc
1578	Bact_Phoc
1579	Bact_Phoc
1580	Prevotella
1581	Firmicutes
1582	Firmicutes
1583	Firmicutes
1584	Firmicutes
1585	Prevotella
1586	Prevotella
1587	Prevotella
1588	Firmicutes
1589	Firmicutes
1590	Bact_Phoc
1591	Firmicutes
1592	Firmicutes
1593	Bact_Phoc
1594	Firmicutes
1595	Bact_Phoc
1596	Prevotella
1597	Prevotella
1598	Firmicutes
1599	Firmicutes
1600	Firmicutes
1601	Prevotella
1602	Prevotella
1603	Prevotella
1604	Prevotella
1605	Bact_Phoc
1606	Bact_Phoc
1607	Firmicutes
1608	Prevotella
1609	Prevotella
1610	Prevotella
1611	Firmicutes
1612	Firmicutes
1613	Firmicutes
1614	Firmicutes
1615	Firmicutes
1616	Firmicutes
1617	Bact_Phoc
1618	Bact_Phoc
1619	Bact_Phoc
1620	Prevotella
1621	Firmicutes
1622	Prevotella
1623	Firmicutes
1624	Firmicutes
1625	Firmicutes
1626	Firmicutes
1627	Firmicutes
1628	Firmicutes
1629	Prevotella
1630	Firmicutes
1631	Firmicutes
1632	Prevotella
1633	Prevotella
1634	Prevotella
1635	Prevotella
1636	Firmicutes
1637	Firmicutes
1638	Prevotella
1639	Prevotella
1640	Prevotella
1641	Prevotella
1642	Firmicutes
1643	Firmicutes
1644	Firmicutes
1645	Bact_Phoc
1646	Firmicutes
1647	Firmicutes
1648	Firmicutes
1649	Firmicutes
1650	Firmicutes
1651	Firmicutes
1652	Firmicutes
1653	Firmicutes
1654	Bact_Phoc
1655	Bact_Phoc
1656	Firmicutes
1657	Bact_Phoc
1658	Firmicutes
1659	Firmicutes
1660	Bact_Phoc
1661	Bact_Phoc
1662	Bact_Phoc
1663	Firmicutes
1664	Firmicutes
1665	Firmicutes
1666	Bact_Phoc
1667	Bact_Phoc
1668	Bact_Phoc
1669	Firmicutes
1670	Firmicutes
1671	Firmicutes
1672	Bact_Phoc
1673	Bact_Phoc
1674	Firmicutes
1675	Firmicutes
1676	Firmicutes
1677	Firmicutes
1678	Firmicutes
1679	Firmicutes
1680	Firmicutes
1681	Prevotella
1682	Prevotella
1683	Prevotella
1684	Bact_Phoc
1685	Bact_Phoc
1686	Firmicutes
1687	Firmicutes
1688	Firmicutes
1689	Firmicutes
1690	Firmicutes
1691	Bact_Phoc
1692	Firmicutes
1693	Prevotella
1694	Firmicutes
1695	Bact_Phoc
1696	Firmicutes
1697	Firmicutes
1698	Firmicutes
1699	Firmicutes
1700	Bact_Phoc
1701	Bact_Phoc
1702	Bact_Phoc
1703	Bact_Phoc
1704	Bact_Phoc
1705	Firmicutes
1706	Firmicutes
1707	Firmicutes
1708	Prevotella
1709	Firmicutes
1710	Bact_Phoc
1711	Firmicutes
1712	Firmicutes
1713	Bact_Phoc
1714	Prevotella
1715	Prevotella
1716	Prevotella
1717	Prevotella
1718	Prevotella
1719	Firmicutes
1720	Firmicutes
1721	Firmicutes
1722	Firmicutes
1723	Firmicutes
1724	Firmicutes
1725	Firmicutes
1726	Firmicutes
1727	Firmicutes
1728	Firmicutes
1729	Firmicutes
1730	Prevotella
1731	Firmicutes
1732	Bact_Phoc
1733	Prevotella
1734	Bact_Phoc
1735	Prevotella
1736	Prevotella
1737	Bact_Phoc
1738	Bact_Phoc
1739	Firmicutes
1740	Firmicutes
1741	Prevotella
1742	Bact_Phoc
1743	Bact_Phoc
1744	Prevotella
1745	Prevotella
1746	Bact_Phoc
1747	Firmicutes
1748	Firmicutes
1749	Bact_Phoc
1750	Firmicutes
1751	Bact_Phoc
1752	Firmicutes
1753	Firmicutes
1754	Firmicutes
1755	Firmicutes
1756	Firmicutes
1757	Firmicutes
1758	Firmicutes
1759	Bact_Phoc
1760	Firmicutes
1761	Bact_Phoc
1762	Firmicutes
1763	Prevotella
1764	Firmicutes
1765	Bact_Phoc
1766	Firmicutes
1767	Bact_Phoc
1768	Firmicutes
1769	Firmicutes
1770	Firmicutes
1771	Firmicutes
1772	Bact_Phoc
1773	Bact_Phoc
1774	Bact_Phoc
1775	Firmicutes
1776	Firmicutes
1777	Bact_Phoc
1778	Bact_Phoc
1779	Bact_Phoc
1780	Firmicutes
1781	Firmicutes
1782	Firmicutes
1783	Bact_Phoc
1784	Bact_Phoc
1785	Firmicutes
1786	Bact_Phoc
1787	Bact_Phoc
1788	Firmicutes
1789	Firmicutes
1790	Prevotella
1791	Prevotella
1792	Firmicutes
1793	Firmicutes
1794	Firmicutes
1795	Firmicutes
1796	Firmicutes
1797	Firmicutes
1798	Firmicutes
1799	Bact_Phoc
1800	Bact_Phoc
1801	Firmicutes
1802	Firmicutes
1803	Prevotella
1804	Prevotella
1805	Bact_Phoc
1806	Bact_Phoc
1807	Firmicutes
1808	Bact_Phoc
1809	Firmicutes
1810	Firmicutes
1811	Firmicutes
1812	Firmicutes
1813	Bact_Phoc
1814	Firmicutes
1815	Firmicutes
1816	Firmicutes
1817	Prevotella
1818	Firmicutes
1819	Firmicutes
1820	Firmicutes
1821	Firmicutes
1822	Firmicutes
1823	Firmicutes
1824	Firmicutes
1825	Firmicutes
1826	Firmicutes
1827	Firmicutes
1828	Firmicutes
1829	Firmicutes
1830	Bact_Phoc
1831	Firmicutes
1832	Firmicutes
1833	Firmicutes
1834	Firmicutes
1835	Firmicutes
1836	Firmicutes
1837	Bact_Phoc
1838	Bact_Phoc
1839	Firmicutes
1840	Firmicutes
1841	Firmicutes
1842	Firmicutes
1843	Firmicutes
1844	Bact_Phoc
1845	Firmicutes
1846	Bact_Phoc
1847	Firmicutes
1848	Firmicutes
1849	Firmicutes
1850	Bact_Phoc
1851	Firmicutes
1852	Prevotella
1853	Bact_Phoc
1854	Firmicutes
1855	Firmicutes
1856	Firmicutes
1857	Firmicutes
1858	Firmicutes
1859	Firmicutes
1860	Prevotella
1861	Firmicutes
1862	Firmicutes
1863	Bact_Phoc
1864	Prevotella
1865	Firmicutes
1866	Bact_Phoc
1867	Firmicutes
1868	Firmicutes
1869	Bact_Phoc
1870	Firmicutes
1871	Bact_Phoc
1872	Firmicutes
1873	Firmicutes
1874	Firmicutes
1875	Firmicutes
1876	Firmicutes
1877	Firmicutes
1878	Bact_Phoc
1879	Bact_Phoc
1880	Firmicutes
1881	Prevotella
1882	Bact_Phoc
1883	Firmicutes
1884	Bact_Phoc
1885	Firmicutes
1886	Firmicutes
1887	Firmicutes
1888	Firmicutes
1889	Firmicutes
1890	Bact_Phoc
1891	Firmicutes
1892	Prevotella
1893	Firmicutes
1894	Firmicutes
