mOTU	Kingdom	Phylum	Class	Order	Family	Genus	Species
1467	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Caballeronia	Caballeronia cordobensis
1469	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Caballeronia	Caballeronia hypogeia
1470	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Caballeronia	Caballeronia megalochromosomata
1471	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Caballeronia	Caballeronia jiangsuensis
1472	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Caballeronia	Caballeronia turbans
1473	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Caballeronia	Caballeronia pedi
1474	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Caballeronia	Caballeronia zhejiangensis
1475	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Caballeronia	Caballeronia fortuita
1476	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Caballeronia	Caballeronia temeraria
1477	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Caballeronia	Caballeronia glebae
1478	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Caballeronia	Caballeronia insecticola/peredens
1479	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Caballeronia	Caballeronia ptereochthonis
1480	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Caballeronia	Caballeronia kirkii
1481	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Caballeronia	Caballeronia schumannianae
1482	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Muricauda	Muricauda taeanensis
1483	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Micrococcaceae	Arthrobacter_D	Arthrobacter_D sp003075455
1484	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	Psychrobacter okhotskensis
1485	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	Psychrobacter glaciei
1486	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	Psychrobacter sp000511655
1487	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Photobacterium	Photobacterium marinum
1488	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Photobacterium	Photobacterium gaetbulicola
1490	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Enterovibrio	Enterovibrio coralii
1491	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Enterovibrio	Enterovibrio hollisae
1492	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Enterovibrio	Enterovibrio celer/indicus/marinus
1493	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Enterovibrio	Enterovibrio sp001310415
1494	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	Neisseria cerebrosa/mucosa
1495	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	Neisseria sicca/sp000952795/sp000227275 (C)
1496	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	Neisseria mucosa
1497	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	Neisseria sicca
1498	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	Neisseria sicca
1499	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	Neisseria sicca
1500	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	Neisseria sp000090875
1501	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	Teredinibacter	Teredinibacter turnerae
1502	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	Teredinibacter	Teredinibacter turnerae
1503	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Sinorhizobium	Sinorhizobium fredii
1504	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Sinorhizobium	Sinorhizobium fredii
1505	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Sinorhizobium	Sinorhizobium glycinis
1506	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Sinorhizobium	Sinorhizobium fredii
1507	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Sinorhizobium	Sinorhizobium shofinae
1508	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Sinorhizobium	Sinorhizobium americanum
1510	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Sinorhizobium	Sinorhizobium sp000378985
1511	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	Rhodobacter capsulatus
1512	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	Rhodobacter capsulatus
1513	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Cereibacter_A	Cereibacter_A sphaeroides
1514	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Frankiaceae	Frankia	Frankia casuarinae
1515	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Megasphaeraceae	Megasphaera	Megasphaera sp000417505
1516	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Megasphaeraceae	Megasphaera	Megasphaera elsdenii
1517	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Dermabacteraceae	Brachybacterium	Brachybacterium paraconglomeratum
1518	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	Azospirillum	Azospirillum brasilense
1519	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Ensifer	Ensifer adhaerens
1521	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Ensifer	Ensifer sp001695835
1522	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Ensifer	Ensifer sp001429285
1523	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Ensifer	Ensifer adhaerens
1524	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Ensifer	Ensifer sp001695855/adhaerens
1525	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Ensifer	Ensifer sp002002725
1526	Bacteria	Proteobacteria	Gammaproteobacteria	Ectothiorhodospirales	Thioalkalivibrionaceae	Thioalkalivibrio	Thioalkalivibrio versutus
1527	Bacteria	Proteobacteria	Gammaproteobacteria	Ectothiorhodospirales	Thioalkalivibrionaceae	Thioalkalivibrio	Thioalkalivibrio sp000377905
1528	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis methanolica/thermoflava/sp000231075
1529	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloarculaceae	Halomicrobium	Halomicrobium mukohataei/katesii
1530	Archaea	Methanobacteriota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanocaldococcus_A	Methanocaldococcus_A villosus
1531	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium koreense
1532	Bacteria	Firmicutes	Bacilli	Bacillales_G	Sporolactobacillaceae	Sporolactobacillus	Sporolactobacillus terrae
1533	Bacteria	Firmicutes	Bacilli	Bacillales_G	Sporolactobacillaceae	Sporolactobacillus	Sporolactobacillus inulinus
1534	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	Neisseria lactamica
1535	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	Neisseria lactamica
1536	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	Neisseria polysaccharea
1537	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	Neisseria polysaccharea
1538	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae
1539	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	Neisseria meningitidis
1540	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Alcaligenes	Alcaligenes faecalis
1541	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Alcaligenes	Alcaligenes faecalis/phenolicus
1542	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	Bdellovibrio bacteriovorus
1543	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	Bdellovibrio bacteriovorus
1544	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Pedobacter kyungheensis/soli
1545	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Pedobacter suwonensis
1546	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Pedobacter terrae
1547	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Pedobacter borealis/ginsenosidimutans
1548	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Pedobacter sp001421515
1549	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Pedobacter jeongneungensis
1550	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Geodermatophilaceae	Geodermatophilus	Geodermatophilus telluris
1551	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Geodermatophilaceae	Geodermatophilus	Geodermatophilus dictyosporus
1552	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Geodermatophilaceae	Geodermatophilus	Geodermatophilus nigrescens
1553	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Geodermatophilaceae	Geodermatophilus	Geodermatophilus obscurus
1554	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sonorensis
1555	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus glycinifermentans
1556	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus licheniformis/paralicheniformis (C)
1557	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus swezeyi
1558	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sonorensis
1559	Bacteria	Firmicutes	Bacilli	Brevibacillales	Brevibacillaceae	Brevibacillus	Brevibacillus agri
1560	Bacteria	Firmicutes	Bacilli	Brevibacillales	Brevibacillaceae	Brevibacillus	Brevibacillus parabrevis
1561	Bacteria	Firmicutes	Bacilli	Bacillales_D	Amphibacillaceae	Sediminibacillus	Sediminibacillus terrae
1562	Bacteria	Firmicutes	Bacilli	Bacillales_D	Amphibacillaceae	Sediminibacillus	Sediminibacillus halophilus
1563	Bacteria	Firmicutes	Bacilli	Bacillales_D	Halobacillaceae	Halobacillus	Halobacillus sp001592845
1564	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lentilactobacillus	Lentilactobacillus buchneri
1565	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Blattabacteriaceae	Blattabacterium	Blattabacterium sp000334405
1566	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Blattabacteriaceae	Blattabacterium	Blattabacterium sp000334405
1567	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halomonadaceae	Halomonas	Halomonas glaciei/sp000235725
1568	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halomonadaceae	Halomonas	Halomonas ventosae
1569	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halomonadaceae	Halomonas	Halomonas titanicae
1570	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halomonadaceae	Halomonas	Halomonas sp001882345
1571	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halomonadaceae	Halomonas	Halomonas boliviensis
1572	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halomonadaceae	Halomonas	Halomonas sp001651035
1573	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halomonadaceae	Halomonas	Halomonas sp001507855
1574	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Basilea	Basilea psittacipulmonis
1575	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Muricauda	Muricauda zhangzhouensis
1576	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides gallinarum
1577	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides eggerthii
1578	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides clarus
1579	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides stercoris
1580	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter_A	Campylobacter_A showae
1581	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter_A	Campylobacter_A showae
1582	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter_A	Campylobacter_A showae
1583	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter_A	Campylobacter_A rectus
1584	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Eikenella	Eikenella exigua
1585	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Eikenella	Eikenella corrodens
1586	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Eikenella	Eikenella corrodens
1587	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Eikenella	Eikenella corrodens
1588	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Eikenella	Eikenella halliae
1589	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella nigrescens
1590	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella oralis
1591	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sanguinis
1592	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sanguinis
1593	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Megasphaeraceae	Megasphaera	Megasphaera stantonii
1594	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Ruminococcus_B	Ruminococcus_B gnavus
1595	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	Mediterraneibacter lactaris
1596	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydophila	Chlamydophila gallinacea
1597	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis
1598	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis
1599	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium_A	Carnobacterium_A iners
1600	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium_A	Carnobacterium_A funditum
1601	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	Paenibacillus helianthi
1602	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	Paenibacillus riograndensis/jilunlii
1603	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	Paenibacillus graminis
1604	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sobrinus
1605	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus mutans
1606	Bacteria	Firmicutes_A	Clostridia	Clostridiales	Clostridiaceae	Clostridium_P	Clostridium_P perfringens
1607	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus sakei
1608	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus curvatus
1609	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus graminis
1610	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Companilactobacillus	Companilactobacillus heilongjiangensis
1611	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Companilactobacillus	Companilactobacillus nantensis
1612	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium yanoikuyae
1613	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium sp000281715
1614	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Corynebacterium	Corynebacterium glutamicum
1615	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Pasteurella	Pasteurella multocida
1616	Bacteria	Firmicutes_A	Clostridia	Clostridiales	Clostridiaceae	Clostridium_F	Clostridium_F botulinum
1617	Bacteria	Firmicutes_A	Clostridia	Clostridiales	Clostridiaceae	Clostridium_F	Clostridium_F tepidum
1618	Bacteria	Firmicutes_A	Clostridia	Clostridiales	Clostridiaceae	Clostridium_F	Clostridium_F sp001276215
1619	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodopseudomonas	Rhodopseudomonas palustris
1620	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodopseudomonas	Rhodopseudomonas palustris
1621	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pectobacterium	Pectobacterium atrosepticum
1622	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pectobacterium	Pectobacterium parmentieri/wasabiae
1623	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pectobacterium	Pectobacterium betavasculorum
1624	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pectobacterium	Pectobacterium brasiliense/carotovorum (C)
1625	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pectobacterium	Pectobacterium aroidearum
1626	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pectobacterium	Pectobacterium fontis
1627	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylosinus	Methylosinus sp000685825
1628	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylosinus	Methylosinus sp000745215
1629	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylosinus	Methylosinus sp000379125
1630	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_I	Sutcliffiella	Sutcliffiella sp001293645
1631	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_I	Sutcliffiella	Sutcliffiella horikoshii
1632	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_I	Sutcliffiella	Sutcliffiella horikoshii
1633	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_I	Sutcliffiella	Sutcliffiella horikoshii
1635	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Sediminibacterium	Sediminibacterium sp000515315
1636	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Sediminibacterium	Sediminibacterium magnilacihabitans
1637	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Rhodanobacter	Rhodanobacter sp001617365
1638	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Rhodanobacter	Rhodanobacter denitrificans
1639	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Rhodanobacter	Rhodanobacter thiooxydans
1640	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Rhodanobacter	Rhodanobacter sp000427505
1641	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Rhodanobacter	Rhodanobacter sp001428385
