rowname	enterotype
1489	Firmicutes
1490	Prevotella
1491	Prevotella
1492	Firmicutes
1493	Firmicutes
1494	Prevotella
1495	Prevotella
1496	Prevotella
1497	Firmicutes
1498	Prevotella
1499	Bact_Phoc
1500	Firmicutes
1501	Prevotella
1502	Prevotella
1503	Firmicutes
1504	Firmicutes
1505	Bact_Phoc
1506	Firmicutes
1507	Prevotella
1508	Prevotella
1509	Prevotella
1510	Prevotella
1511	Prevotella
1512	Firmicutes
1513	Bact_Phoc
1514	Firmicutes
1515	Prevotella
1516	Prevotella
1517	Prevotella
1518	Firmicutes
1519	Firmicutes
1520	Firmicutes
1521	Firmicutes
1522	Bact_Phoc
1523	Bact_Phoc
1524	Bact_Phoc
1525	Firmicutes
1526	Firmicutes
1527	Firmicutes
1528	Firmicutes
1529	Firmicutes
1530	Bact_Phoc
1531	Firmicutes
1532	Firmicutes
1533	Firmicutes
1534	Prevotella
1535	Prevotella
1536	Firmicutes
1537	Firmicutes
1538	Prevotella
1539	Bact_Phoc
1540	Firmicutes
1541	Firmicutes
1542	Firmicutes
1543	Firmicutes
1544	Firmicutes
1545	Firmicutes
1546	Firmicutes
1547	Firmicutes
1548	Prevotella
1549	Firmicutes
1550	Prevotella
1551	Bact_Phoc
1552	Firmicutes
1553	Firmicutes
1554	Firmicutes
1555	Firmicutes
1556	Prevotella
1557	Prevotella
1558	Bact_Phoc
1559	Firmicutes
1560	Prevotella
1561	Firmicutes
1562	Bact_Phoc
1563	Firmicutes
1564	Bact_Phoc
1565	Prevotella
1566	Prevotella
1567	Firmicutes
1568	Firmicutes
1569	Firmicutes
1570	Prevotella
1571	Firmicutes
1572	Firmicutes
1573	Firmicutes
1574	Firmicutes
1575	Firmicutes
1576	Firmicutes
1577	Bact_Phoc
1578	Firmicutes
1579	Prevotella
1580	Prevotella
1581	Firmicutes
1582	Prevotella
1583	Bact_Phoc
1584	Bact_Phoc
1585	Firmicutes
1586	Prevotella
1587	Firmicutes
1588	Firmicutes
1589	Firmicutes
1590	Prevotella
1591	Bact_Phoc
1592	Prevotella
1593	Firmicutes
1594	Firmicutes
1595	Firmicutes
1596	Firmicutes
1597	Prevotella
1598	Bact_Phoc
1599	Firmicutes
1600	Firmicutes
1601	Bact_Phoc
1602	Firmicutes
1603	Firmicutes
1604	Firmicutes
1605	Prevotella
1606	Prevotella
1607	Bact_Phoc
1608	Prevotella
1609	Prevotella
1610	Bact_Phoc
1611	Bact_Phoc
1612	Firmicutes
1613	Firmicutes
1614	Firmicutes
1615	Prevotella
1616	Prevotella
1617	Firmicutes
1618	Firmicutes
1619	Prevotella
1620	Firmicutes
1621	Firmicutes
1622	Firmicutes
1623	Firmicutes
1624	Bact_Phoc
1625	Firmicutes
1626	Prevotella
1627	Bact_Phoc
1628	Firmicutes
1629	Firmicutes
1630	Prevotella
1631	Prevotella
1632	Firmicutes
1633	Firmicutes
1634	Prevotella
1635	Prevotella
1636	Prevotella
1637	Bact_Phoc
1638	Firmicutes
1639	Prevotella
1640	Prevotella
1642	Prevotella
1643	Prevotella
1644	Firmicutes
1645	Prevotella
1646	Firmicutes
1647	Firmicutes
1648	Firmicutes
1649	Firmicutes
1650	Prevotella
1651	Firmicutes
1652	Firmicutes
1653	Prevotella
1654	Bact_Phoc
1655	Prevotella
1656	Firmicutes
1657	Firmicutes
1658	Prevotella
1659	Prevotella
1660	Bact_Phoc
1661	Firmicutes
1662	Prevotella
1663	Prevotella
1664	Firmicutes
1665	Prevotella
1666	Firmicutes
1667	Firmicutes
1668	Firmicutes
1669	Prevotella
1670	Firmicutes
1671	Prevotella
1672	Firmicutes
1673	Firmicutes
1674	Bact_Phoc
1675	Firmicutes
1676	Firmicutes
1677	Prevotella
1678	Prevotella
1679	Prevotella
1680	Prevotella
1681	Firmicutes
1682	Prevotella
1683	Firmicutes
1684	Bact_Phoc
1685	Prevotella
1686	Prevotella
1687	Bact_Phoc
1688	Prevotella
1689	Prevotella
1690	Firmicutes
1691	Prevotella
1692	Firmicutes
1693	Prevotella
1694	Firmicutes
1695	Prevotella
1696	Bact_Phoc
1697	Firmicutes
1698	Prevotella
1699	Firmicutes
1700	Firmicutes
1701	Prevotella
1702	Bact_Phoc
1703	Firmicutes
1704	Prevotella
1705	Firmicutes
1706	Firmicutes
1707	Bact_Phoc
1708	Firmicutes
1709	Firmicutes
1710	Firmicutes
1711	Prevotella
1712	Prevotella
1713	Prevotella
1714	Firmicutes
1715	Firmicutes
1716	Firmicutes
1717	Firmicutes
1718	Bact_Phoc
1719	Firmicutes
1720	Prevotella
1721	Prevotella
1722	Firmicutes
1723	Bact_Phoc
1724	Bact_Phoc
1725	Firmicutes
1726	Firmicutes
1727	Prevotella
1728	Prevotella
1729	Prevotella
1730	Firmicutes
1731	Firmicutes
1732	Firmicutes
1733	Firmicutes
1734	Prevotella
1735	Bact_Phoc
1736	Bact_Phoc
1737	Prevotella
1738	Firmicutes
1739	Firmicutes
1740	Firmicutes
1741	Firmicutes
1742	Prevotella
1743	Firmicutes
1744	Firmicutes
1745	Prevotella
1746	Prevotella
1747	Prevotella
1748	Firmicutes
1749	Prevotella
1750	Prevotella
1751	Firmicutes
1752	Prevotella
1753	Firmicutes
1754	Prevotella
1755	Firmicutes
1756	Firmicutes
1757	Firmicutes
1758	Bact_Phoc
1759	Firmicutes
1760	Firmicutes
1761	Bact_Phoc
1762	Bact_Phoc
1763	Prevotella
1764	Prevotella
1765	Prevotella
1766	Firmicutes
1767	Prevotella
1768	Prevotella
1769	Firmicutes
1770	Prevotella
1771	Firmicutes
1772	Bact_Phoc
1773	Firmicutes
1774	Prevotella
1775	Firmicutes
1776	Bact_Phoc
1777	Firmicutes
1778	Firmicutes
1779	Prevotella
1780	Prevotella
1781	Bact_Phoc
1782	Firmicutes
1783	Firmicutes
1784	Firmicutes
1785	Firmicutes
1786	Firmicutes
1787	Bact_Phoc
1788	Prevotella
1789	Bact_Phoc
1790	Firmicutes
1791	Prevotella
1792	Firmicutes
1793	Firmicutes
1794	Prevotella
1795	Firmicutes
1796	Firmicutes
1797	Prevotella
1798	Bact_Phoc
1799	Prevotella
1800	Firmicutes
1801	Firmicutes
1802	Prevotella
1803	Firmicutes
1804	Prevotella
1805	Firmicutes
1806	Prevotella
1807	Firmicutes
1808	Firmicutes
1809	Firmicutes
1810	Prevotella
1811	Prevotella
1812	Firmicutes
1813	Bact_Phoc
1814	Firmicutes
1815	Firmicutes
1816	Prevotella
1817	Bact_Phoc
1818	Prevotella
1819	Prevotella
1820	Firmicutes
